<Harness: void main(java.lang.String[])>/java.lang.System.exit/0	<java.lang.System: void exit(int)>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Benchmark.iterate/0	<dacapo.hsqldb.HsqldbHarness: void iterate(java.lang.String)>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Benchmark.postIteration/0	<dacapo.hsqldb.HsqldbHarness: void postIteration(java.lang.String)>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Benchmark.preIteration/0	<dacapo.Benchmark: void preIteration(java.lang.String)>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Benchmark.startIteration/0	<dacapo.Benchmark: void startIteration()>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Benchmark.stopIteration/0	<dacapo.Benchmark: void stopIteration()>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Benchmark.validate/0	<dacapo.Benchmark: boolean validate(java.lang.String)>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Callback.complete/0	<dacapo.Callback: void complete(java.lang.String,boolean)>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Callback.start/0	<dacapo.Callback: void start(java.lang.String)>
<dacapo.Benchmark: boolean run(dacapo.Callback,java.lang.String,boolean)>/dacapo.Callback.stop/0	<dacapo.Callback: void stop()>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.Benchmark.fileInScratch/0	<dacapo.Benchmark: java.lang.String fileInScratch(java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.Digest.toString/0	<dacapo.Digest: java.lang.String toString(byte[])>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.FileDigest.get/0	<dacapo.FileDigest: byte[] get(java.lang.String,boolean,boolean,java.io.File)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.parser.Config.checkExists/0	<dacapo.parser.Config: boolean checkExists(java.lang.String,java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.parser.Config.filterScratch/0	<dacapo.parser.Config: boolean filterScratch(java.lang.String,java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.parser.Config.getDigest/0	<dacapo.parser.Config: java.lang.String getDigest(java.lang.String,java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.parser.Config.getOutputs/0	<dacapo.parser.Config: java.util.Set getOutputs(java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.parser.Config.hasBytes/0	<dacapo.parser.Config: boolean hasBytes(java.lang.String,java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.parser.Config.hasDigest/0	<dacapo.parser.Config: boolean hasDigest(java.lang.String,java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.parser.Config.hasLines/0	<dacapo.parser.Config: boolean hasLines(java.lang.String,java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/dacapo.parser.Config.isTextFile/0	<dacapo.parser.Config: boolean isTextFile(java.lang.String,java.lang.String)>
<dacapo.Benchmark: boolean validate(java.lang.String)>/java.util.Iterator.hasNext/0	<java.util.LinkedHashMap$LinkedHashIterator: boolean hasNext()>
<dacapo.Benchmark: boolean validate(java.lang.String)>/java.util.Iterator.next/0	<java.util.LinkedHashMap$KeyIterator: java.lang.Object next()>
<dacapo.Benchmark: boolean validate(java.lang.String)>/java.util.Set.iterator/0	<java.util.HashMap$KeySet: java.util.Iterator iterator()>
<dacapo.Benchmark: java.lang.String fileInScratch(java.lang.String)>/java.io.File.<init>/0	<java.io.File: void <init>(java.io.File,java.lang.String)>
<dacapo.Benchmark: java.lang.String fileInScratch(java.lang.String)>/java.io.File.getPath/0	<java.io.File: java.lang.String getPath()>
<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>/dacapo.Benchmark.prepare/0	<dacapo.hsqldb.HsqldbHarness: void prepare()>
<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>/dacapo.TeePrintStream.<init>/0	<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>
<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>/dacapo.TeePrintStream.<init>/1	<dacapo.TeePrintStream: void <init>(java.io.OutputStream,java.io.File)>
<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>/java.io.File.<init>/0	<java.io.File: void <init>(java.io.File,java.lang.String)>
<dacapo.Benchmark: void <init>(dacapo.parser.Config,java.io.File)>/java.io.File.<init>/1	<java.io.File: void <init>(java.io.File,java.lang.String)>
